Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location,leader_Vehicle_ID,leader_Frame_ID,leader_Total_Frames,leader_Global_Time,leader_Local_X,leader_Local_Y,leader_Global_X,leader_Global_Y,leader_v_length,leader_v_Width,leader_v_Class,leader_v_Vel,leader_v_Acc,leader_Lane_ID,leader_O_Zone,leader_D_Zone,leader_Int_ID,leader_Section_ID,leader_Direction,leader_Movement,leader_Preceding,leader_Following,leader_Space_Headway,leader_Time_Headway,leader_Location
1613,7910,687,1118849548000,20.906,637.473,6451541.518,1872944.268,15.5,6.4,2,30.0,0.0,2,,,,,,,1611,1616,75.64,2.52,us-101,1611,8070,708,1118849564000,17.925,1215.502,6451978.471,1872565.532,13.0,5.9,2,25.0,0.0,2,,,,,,,1606,1613,58.95,2.36,us-101
1341,6525,1040,1118849409500,20.475,421.424,6451381.603,1873090.0,13.0,6.4,2,26.72,4.45,2,,,,,,,1336,1346,59.75,2.24,us-101,1336,7194,1052,1118849476400,17.468,1800.256,6452418.92,1872180.661,13.0,7.4,2,35.0,0.0,2,,,,,,,1334,1341,36.43,1.04,us-101
416,2565,932,1118848098500,19.062,1531.256,6452211.203,1872360.457,15.5,4.9,2,9.9,-2.02,2,,,,,,,412,426,36.02,3.64,us-101,412,2757,919,1118848117700,20.52,1992.512,6452558.51,1872056.362,16.0,6.9,2,26.4,0.0,2,,,,,,,408,416,44.28,1.68,us-101
1337,5541,544,1118848396100,17.433,970.683,6451790.069,1872730.285,13.5,5.4,2,33.31,-3.56,2,,,,,,,1331,1341,49.36,1.48,us-101,1331,5334,545,1118848375400,17.33,226.833,6451239.804,1873232.82,15.0,6.4,2,31.19,4.45,2,,,,,,,1323,1337,71.54,2.29,us-101
1908,5845,561,1118847563400,17.577,1570.677,6452272.246,1872308.969,11.0,4.5,2,49.63,0.54,2,,,,,,,1901,1911,98.52,1.99,us-101,1901,5612,561,1118847540100,17.996,813.358,6451701.663,1872807.129,14.0,5.9,2,33.01,-3.59,2,,,,,,,1890,1908,53.95,1.63,us-101
1292,6215,1260,1118849378500,19.63,443.516,6451398.423,1873075.648,14.5,6.4,2,12.4,-0.96,2,,,,,,,1285,1297,40.99,3.31,us-101,1285,6527,1218,1118849409700,17.238,1058.932,6451860.93,1872668.906,14.0,6.9,2,27.91,4.28,2,,,,,,,1278,1292,85.51,3.06,us-101
1802,8763,796,1118849633300,18.602,806.395,6451669.951,1872834.207,16.5,5.4,2,19.76,-3.92,2,,,,,,,1798,1806,48.57,2.46,us-101,1798,8739,788,1118849630900,18.479,791.84,6451659.087,1872843.908,15.0,5.9,2,31.31,-7.89,2,,,,,,,1794,1802,57.11,1.82,us-101
1552,7542,881,1118849511200,18.062,389.594,6451359.834,1873113.343,14.5,6.4,2,21.85,11.2,2,,,,,,,1547,1558,65.59,3.0,us-101,1547,7265,882,1118849483500,16.78,166.433,6451202.457,1873273.376,14.5,6.4,2,20.32,0.0,2,,,,,,,1543,1552,56.26,2.77,us-101
1232,5981,1179,1118849355100,20.588,625.947,6451533.153,1872952.175,17.0,6.4,2,15.1,2.05,2,,,,,,,1228,1236,52.82,3.5,us-101,1228,5954,1183,1118849352400,19.281,636.107,6451541.603,1872946.372,14.0,6.9,2,15.54,4.3,2,,,,,,,1222,1232,103.17,6.64,us-101
877,4711,771,1118849228100,18.851,1848.859,6452454.704,1872147.941,15.0,6.9,2,35.39,4.48,2,,,,,,,873,883,44.47,1.26,us-101,873,4746,757,1118849231600,19.986,1998.095,6452567.313,1872049.596,17.0,7.4,2,27.69,0.0,2,,,,,,,868,877,47.38,1.71,us-101
1177,6142,1151,1118849371200,16.569,1309.187,6452049.832,1872504.806,15.5,7.4,2,40.0,0.38,2,,,,,,,1172,1180,111.93,2.8,us-101,1172,5770,1141,1118849334000,18.051,844.485,6451698.89,1872809.496,15.0,6.4,2,28.12,1.28,2,,,,,,,1168,1177,73.59,2.62,us-101
1476,7564,890,1118849513400,16.315,1298.696,6452042.108,1872511.912,15.5,5.9,2,35.29,-2.65,2,,,,,,,1469,1482,81.44,2.31,us-101,1469,7270,874,1118849484000,17.846,738.772,6451619.62,1872879.4,15.0,5.9,2,7.67,0.0,2,,,,,,,1462,1476,36.5,4.76,us-101
1835,9257,864,1118849682700,18.778,1693.268,6452337.522,1872250.661,15.0,6.4,2,1.57,8.85,2,,,,,,,1823,1821,28.84,18.37,us-101,1823,6934,989,1118848535400,17.866,845.235,6451695.446,1872812.771,15.0,5.4,2,21.08,-0.46,2,,,,,,,1817,1829,48.35,2.29,us-101
329,2154,779,1118848057400,18.316,1870.886,6452467.519,1872137.484,14.0,5.9,2,15.0,0.0,2,,,,,,,324,344,52.11,3.47,us-101,324,1656,770,1118848007600,14.596,239.156,6451250.302,1873225.803,14.0,5.4,2,46.47,0.0,2,,,,,,,320,325,79.12,1.7,us-101
334,1834,968,1118848940400,19.133,755.776,6451631.548,1872867.215,16.5,6.9,2,25.01,-0.24,2,,,,,,,328,338,95.33,3.81,us-101,328,1950,985,1118848952000,18.098,1037.534,6451844.222,1872682.321,17.0,7.9,2,0.0,0.0,2,,,,,,,322,334,32.46,9999.99,us-101
1417,5842,546,1118848426200,18.319,1116.974,6451899.828,1872633.588,14.0,5.9,2,29.93,-1.71,2,,,,,,,1413,1426,48.98,1.64,us-101,1413,5687,544,1118848410700,19.517,557.847,6451478.986,1873002.055,14.0,5.9,2,44.97,0.0,2,,,,,,,1406,1417,146.44,3.26,us-101
1422,7204,890,1118849477400,17.493,972.525,6451795.554,1872725.437,14.0,5.4,2,0.0,0.0,2,,,,,,,1405,1421,31.95,9999.99,us-101,1405,7286,904,1118849485600,18.912,1171.448,6451944.678,1872593.73,15.5,6.9,2,25.0,0.0,2,,,,,,,1400,1422,39.59,1.58,us-101
1677,4867,500,1118847465600,19.908,617.684,6451553.333,1872935.04,10.0,6.0,2,15.6,4.65,2,,,,,,,1673,1681,33.3,2.13,us-101,1673,8538,431,1118849610800,18.171,1986.204,6452559.405,1872058.683,17.0,6.9,2,43.11,6.32,2,,,,,,,1663,1670,37.17,0.86,us-101
895,4310,642,1118848273000,19.239,1300.949,6452037.728,1872511.862,15.0,7.9,2,41.81,-5.01,2,,,,,,,883,906,54.89,1.31,us-101,883,4783,779,1118849235300,19.183,2012.195,6452578.774,1872040.932,15.5,7.4,2,23.47,-3.92,2,,,,,,,877,886,34.52,1.47,us-101
2325,8782,660,1118848720200,17.843,1420.112,6452128.492,1872434.517,16.0,6.4,2,23.64,-10.7,2,,,,,,,2318,2327,46.63,1.97,us-101,2318,8504,660,1118848692400,17.539,476.201,6451419.827,1873058.766,17.0,4.9,2,30.5,0.0,2,,,,,,,2307,2325,94.54,3.1,us-101
1714,8289,671,1118849585900,19.428,563.219,6451487.154,1872994.869,13.5,6.4,2,23.24,0.0,2,,,,,,,1710,1719,39.4,1.7,us-101,1710,8150,669,1118849572000,16.306,206.649,6451230.402,1873244.125,17.0,6.4,2,29.79,2.04,2,,,,,,,1705,1714,46.85,1.57,us-101
1552,7675,881,1118849524500,19.834,756.5,6451631.611,1872866.227,14.5,6.4,2,28.0,7.02,2,,,,,,,1547,1558,52.22,1.87,us-101,1547,7265,882,1118849483500,16.78,166.433,6451202.457,1873273.376,14.5,6.4,2,20.32,0.0,2,,,,,,,1543,1552,56.26,2.77,us-101
2322,6747,468,1118847653600,15.651,227.946,6451269.627,1873204.083,15.0,5.9,2,38.52,-5.88,2,,,,,,,2314,2324,57.73,1.5,us-101,2314,6864,472,1118847665300,18.284,793.71,6451686.718,1872819.892,14.0,5.4,2,51.19,2.65,2,,,,,,,2301,2322,123.49,2.41,us-101
2132,6054,546,1118847584300,16.565,120.133,6451194.758,1873281.968,13.5,5.9,2,29.48,5.89,2,,,,,,,2127,2138,122.58,4.16,us-101,2127,6459,567,1118847624800,19.632,1775.614,6452425.122,1872172.475,13.5,6.9,2,37.52,11.2,2,,,,,,,2124,2132,48.92,1.3,us-101
1698,5178,563,1118847496700,17.602,1395.364,6452140.356,1872424.513,11.5,7.0,2,49.97,-0.07,2,,,,,,,1695,1703,68.94,1.38,us-101,1695,8684,663,1118849625400,19.969,2021.754,6452585.802,1872034.188,14.0,4.9,2,36.8,3.37,2,,,,,,,1698,1700,80.79,2.2,us-101
2729,8559,805,1118847834800,18.046,1728.491,6452390.486,1872204.342,14.0,5.9,2,34.36,5.69,2,,,,,,,2719,2730,50.5,1.47,us-101,2719,7975,809,1118847776400,22.453,584.068,6451526.609,1872955.526,12.5,5.5,2,31.86,-8.49,2,,,,,,,2714,2729,50.99,1.6,us-101
108,866,729,1118848843600,18.328,983.464,6451803.305,1872717.593,17.0,6.9,2,35.9,1.94,2,,,,,,,106,112,45.5,1.27,us-101,106,753,697,1118848832300,21.301,603.2,6451515.713,1872966.815,14.0,5.9,2,37.57,-1.24,2,,,,,,,101,108,54.65,1.45,us-101
258,1249,972,1118848881900,18.281,457.505,6451409.631,1873067.154,16.0,6.9,2,20.13,-4.52,2,,,,,,,253,262,35.52,1.76,us-101,253,1562,973,1118848913200,18.863,1049.387,6451852.674,1872673.943,14.5,5.4,2,8.75,0.0,2,,,,,,,246,258,30.03,3.43,us-101
1794,8632,750,1118849620200,19.443,507.919,6451445.906,1873032.143,14.5,5.9,2,21.21,7.89,2,,,,,,,1789,1798,64.56,3.04,us-101,1789,8584,816,1118849615400,19.267,464.106,6451413.812,1873061.96,13.5,5.9,2,15.0,0.0,2,,,,,,,1779,1794,38.53,2.57,us-101
2873,8741,856,1118847853000,18.603,848.808,6451727.881,1872783.258,14.5,6.4,2,29.99,0.13,2,,,,,,,2870,2879,60.43,2.02,us-101,2870,8937,802,1118847872600,18.763,1676.855,6452351.208,1872238.427,15.5,7.9,2,49.99,0.0,2,,,,,,,2864,2873,153.78,3.08,us-101
1691,6380,1039,1118848480000,20.187,483.228,6451423.2,1873052.057,17.0,6.9,2,20.77,0.0,2,,,,,,,1680,1700,92.67,4.46,us-101,1680,6947,1055,1118848536700,18.553,1598.842,6452262.463,1872316.158,15.0,5.9,2,12.48,0.56,2,,,,,,,1675,1691,41.75,3.35,us-101
1478,4306,536,1118847409500,17.07,991.017,6451836.043,1872690.801,10.0,6.0,2,37.41,6.72,2,,,,,,,1476,1486,63.19,1.69,us-101,1476,4053,541,1118847384200,18.188,294.676,6451316.125,1873155.286,12.5,7.0,2,23.4,4.59,2,,,,,,,1471,1478,43.88,1.88,us-101
1718,6508,1038,1118848492800,19.644,573.832,6451490.816,1872991.304,11.5,5.5,2,19.99,0.0,2,,,,,,,1712,1725,58.01,2.9,us-101,1712,6782,1040,1118848520200,18.817,1334.242,6452063.017,1872490.264,18.5,5.9,2,0.0,0.0,2,,,,,,,1704,1718,25.94,9999.99,us-101
1421,7552,880,1118849512200,18.532,1911.055,6452501.82,1872107.31,14.5,5.9,2,38.24,4.13,2,,,,,,,1422,1431,137.89,3.61,us-101,1422,7204,890,1118849477400,17.493,972.525,6451795.554,1872725.437,14.0,5.4,2,0.0,0.0,2,,,,,,,1405,1421,31.95,9999.99,us-101
1966,7110,948,1118848553000,19.492,429.862,6451384.428,1873088.733,14.5,5.4,2,9.83,0.0,2,,,,,,,1953,1980,45.89,4.67,us-101,1953,7041,944,1118848546100,17.349,296.359,6451288.958,1873182.709,11.5,5.0,2,34.71,-0.99,2,,,,,,,1951,1966,67.67,1.95,us-101
1714,8566,671,1118849613600,19.567,1318.695,6452055.002,1872496.29,13.5,6.4,2,45.0,0.0,2,,,,,,,1710,1719,68.94,1.53,us-101,1710,8150,669,1118849572000,16.306,206.649,6451230.402,1873244.125,17.0,6.4,2,29.79,2.04,2,,,,,,,1705,1714,46.85,1.57,us-101
1018,4820,848,1118849239000,16.093,262.784,6451269.357,1873203.727,16.0,6.9,2,37.9,-3.38,2,,,,,,,1014,1023,44.83,1.18,us-101,1014,5511,851,1118849308100,19.828,1861.863,6452463.865,1872138.663,16.0,6.9,2,20.38,4.22,2,,,,,,,1009,1018,70.49,3.46,us-101
1232,5834,1179,1118849340400,19.438,481.852,6451426.746,1873049.808,17.0,6.4,2,1.0,0.0,2,,,,,,,1228,1236,27.15,27.15,us-101,1228,5954,1183,1118849352400,19.281,636.107,6451541.603,1872946.372,14.0,6.9,2,15.54,4.3,2,,,,,,,1222,1232,103.17,6.64,us-101
1794,8640,750,1118849621000,19.151,527.943,6451460.918,1873018.704,14.5,5.9,2,25.92,-1.02,2,,,,,,,1789,1798,70.83,2.73,us-101,1789,8584,816,1118849615400,19.267,464.106,6451413.812,1873061.96,13.5,5.9,2,15.0,0.0,2,,,,,,,1779,1794,38.53,2.57,us-101
1942,5594,583,1118847538300,15.266,202.385,6451252.24,1873222.809,14.0,4.9,2,34.99,0.0,2,,,,,,,1934,1961,44.05,1.26,us-101,1934,5935,584,1118847572400,16.171,1435.462,6452171.432,1872399.284,13.5,5.9,2,45.04,-0.74,2,,,,,,,1930,1942,126.73,2.81,us-101
373,1730,952,1118848930000,17.502,296.209,6451292.709,1873178.872,15.0,6.4,2,8.3,2.69,2,,,,,,,364,379,40.34,4.86,us-101,364,2369,996,1118848993900,19.379,1672.785,6452321.976,1872263.477,12.5,6.5,2,50.09,4.41,2,,,,,,,363,370,83.24,1.66,us-101
2385,9198,661,1118848761800,19.865,1950.445,6452526.852,1872084.072,15.0,4.9,2,28.51,-0.05,2,,,,,,,2372,2397,74.71,2.62,us-101,2372,9020,552,1118848744000,20.138,1492.74,6452181.584,1872385.073,15.0,4.9,2,35.0,0.0,2,,,,,,,2379,2385,77.0,2.2,us-101
799,3704,658,1118848212400,17.127,356.023,6451332.015,1873141.403,15.0,5.4,2,20.0,0.0,2,,,,,,,795,808,43.11,2.16,us-101,795,3750,679,1118848217000,18.214,498.723,6451435.931,1873043.007,14.0,5.9,2,24.07,0.0,2,,,,,,,806,799,69.2,2.87,us-101
212,729,449,1118847051800,18.527,1047.685,6451877.824,1872652.48,17.0,6.4,2,40.03,0.06,2,,,,,,,203,225,59.0,1.47,us-101,203,556,455,1118847034500,16.588,322.321,6451337.099,1873137.239,16.5,5.9,2,38.76,1.25,2,,,,,,,200,212,51.75,1.34,us-101
437,2148,927,1118848056800,20.06,616.694,6451522.489,1872962.421,14.0,5.4,2,17.24,-0.14,2,,,,,,,435,442,26.78,1.55,us-101,435,2757,872,1118849032700,19.37,1931.171,6452516.673,1872093.354,15.0,6.4,2,46.45,4.16,2,,,,,,,432,438,144.91,3.12,us-101
1712,6782,1040,1118848520200,18.817,1334.242,6452063.017,1872490.264,18.5,5.9,2,0.0,0.0,2,,,,,,,1704,1718,25.94,9999.99,us-101,1704,6366,1049,1118848478600,18.389,371.031,6451341.919,1873130.076,14.0,4.9,2,15.03,-1.8,2,,,,,,,1700,1712,45.25,3.01,us-101
258,1595,972,1118848916500,17.185,1035.296,6451843.147,1872684.468,16.0,6.9,2,12.5,8.44,2,,,,,,,253,262,61.18,4.89,us-101,253,1562,973,1118848913200,18.863,1049.387,6451852.674,1872673.943,14.5,5.4,2,8.75,0.0,2,,,,,,,246,258,30.03,3.43,us-101
