Y,X1,X2,X3
4.45,31.19,0.05999999999999872,71.54
0.0,20.0,10.030000000000001,37.02
0.0,8.75,16.25,30.03
-3.06,31.49,-6.489999999999998,70.56
0.0,7.67,20.0,36.5
11.2,43.97,-8.949999999999996,66.18
0.0,44.97,-4.359999999999999,146.44
1.96,37.06,-11.170000000000002,88.84
4.22,20.38,-1.5999999999999979,70.49
-5.46,24.12,-15.420000000000002,59.09
0.0,10.0,-0.3699999999999992,41.03
0.0,0.0,28.38,29.43
11.2,12.72,9.13,33.78
4.3,15.54,-3.2799999999999994,103.17
0.41,45.14,-24.82,77.83
0.0,20.0,-2.16,44.87
0.27,4.98,23.259999999999998,30.98
-0.09,17.84,2.16,42.76
6.75,34.5,-34.5,81.11
0.0,25.0,10.0,76.26
1.28,39.46,0.6000000000000014,89.62
0.0,2.5,0.8300000000000001,19.48
-6.27,34.47,-16.63,69.19
0.0,25.0,-23.69,34.94
0.0,13.0,-11.11,36.34
0.0,0.0,28.12,22.65
-10.68,8.63,-8.63,28.56
0.68,38.64,-8.5,88.62
0.0,39.99,-14.990000000000002,41.95
0.0,45.0,-3.1599999999999966,57.53
0.0,34.96,3.6799999999999997,107.53
0.0,15.38,-0.41000000000000014,43.73
2.96,8.97,6.0,40.23
4.23,30.37,-5.370000000000001,118.92
0.0,30.0,5.170000000000002,82.1
-10.69,13.63,11.37,37.04
-7.13,40.91,-14.259999999999998,42.15
-1.61,20.07,-0.08999999999999986,32.49
0.0,12.86,17.12,41.13
11.2,10.15,26.810000000000002,45.01
-1.29,50.33,-0.3299999999999983,85.31
0.37,35.13,-5.030000000000001,62.97
-0.23,14.31,-4.0,43.69
0.92,22.51,12.489999999999998,58.44
-6.07,13.11,31.549999999999997,36.91
2.92,35.6,-30.6,94.54
4.31,30.37,12.95,108.32
0.0,15.0,28.32,58.5
-0.1,19.98,-18.18,45.49
-0.26,50.01,-17.129999999999995,71.48
-4.61,35.27,0.01999999999999602,52.05
-10.86,16.36,-14.559999999999999,34.79
0.07,25.03,-10.000000000000002,52.93
3.63,18.7,-3.3199999999999985,50.87
-3.55,45.49,-20.110000000000003,92.67
0.0,35.0,5.0,98.8
-11.2,17.5,-2.6899999999999995,44.72
0.0,44.99,-19.990000000000002,118.57
1.04,34.89,0.17999999999999972,72.88
0.0,49.99,4.989999999999995,153.78
0.0,30.01,9.989999999999998,47.5
0.0,1.8,32.7,34.57
0.26,54.98,-15.079999999999998,60.32
0.0,10.0,-0.08000000000000007,40.49
0.0,3.37,16.63,35.45
3.31,40.47,7.579999999999998,76.71
-0.24,19.98,-10.15,73.14
-1.08,25.46,15.019999999999996,54.09
9.0,61.44,-0.14000000000000057,113.88
0.0,20.0,-16.63,56.93
-3.59,33.01,3.25,53.95
10.69,13.64,24.259999999999998,72.66
0.0,24.99,34.97,50.58
-9.01,40.27,-21.500000000000004,64.53
6.35,39.51,-4.509999999999998,118.66
0.02,5.0,-5.0,44.88
0.0,14.25,-14.25,59.54
7.21,40.48,-4.57,64.12
-5.86,27.19,-7.210000000000001,48.79
7.28,28.38,-19.38,61.98
-0.29,11.85,-3.24,25.99
0.0,26.4,2.400000000000002,44.28
9.04,26.23,19.26,43.36
4.63,45.4,-22.529999999999998,92.64
-0.26,29.98,-17.12,80.89
0.73,55.25,0.04999999999999716,122.1
6.42,28.19,-3.200000000000003,67.2
0.0,12.27,16.88,32.6
-4.46,14.51,11.790000000000001,72.25
-0.17,24.49,3.4200000000000017,73.03
0.0,27.83,10.410000000000004,50.85
-1.33,47.94,-2.9399999999999977,62.35
-3.92,23.47,11.920000000000002,34.52
0.0,19.99,-4.529999999999998,64.6
0.14,34.97,-4.949999999999999,44.56
0.0,0.0,15.04,33.25
6.27,34.46,0.5399999999999991,79.64
5.27,16.11,-1.1099999999999994,64.2
4.0,29.54,0.08000000000000185,37.59
-7.89,31.31,3.169999999999998,57.11
0.2,32.15,-2.009999999999998,60.82
-6.9,25.89,-0.8599999999999994,56.15
-0.06,8.5,-8.5,38.32
7.3,58.18,-24.549999999999997,68.94
0.0,10.0,-10.0,48.28
-1.61,40.08,-13.68,92.65
-1.66,20.18,9.8,42.33
0.15,34.17,4.07,65.62
0.0,40.0,-30.53,85.01
0.0,40.0,-16.53,61.96
5.88,44.13,-0.1600000000000037,168.69
0.79,42.92,-19.28,47.44
0.0,25.0,14.469999999999999,58.95
3.96,51.83,-19.82,107.63
-9.15,37.55,-2.1799999999999997,50.61
-0.83,29.72,-2.5199999999999996,48.92
0.0,6.0,12.21,34.56
0.0,1.8,32.7,42.99
0.0,19.98,15.02,66.23
0.0,30.0,5.890000000000001,56.0
-0.19,34.98,-9.969999999999995,76.94
-3.32,31.67,-19.270000000000003,70.67
-0.02,39.99,15.259999999999998,105.24
-0.11,33.04,3.3299999999999983,56.2
-0.24,39.97,-14.969999999999999,66.1
-1.3,25.3,19.7,73.35
-1.94,30.74,-7.239999999999998,57.07
4.27,17.9,0.7600000000000016,54.11
-6.66,33.77,-13.790000000000003,58.06
0.03,50.0,-8.689999999999998,72.71
6.27,29.46,-3.1000000000000014,67.29
0.0,10.0,-10.0,33.71
-0.38,20.01,14.989999999999998,70.88
6.34,39.48,-14.489999999999998,65.58
3.09,27.76,-26.18,50.72
-2.03,14.81,24.669999999999995,52.13
-4.09,46.31,3.6899999999999977,100.52
0.0,14.67,-2.5500000000000007,49.18
5.66,19.96,35.339999999999996,147.06
0.07,24.49,-21.99,65.7
-1.76,32.83,1.8800000000000026,48.86
0.13,30.0,-18.25,57.97
-4.75,40.59,-3.0400000000000063,56.52
4.41,50.09,-30.460000000000004,83.24
6.27,9.47,0.5299999999999994,50.9
8.34,33.36,-18.549999999999997,69.03
-0.96,19.58,1.1800000000000033,49.2
0.56,30.01,1.2199999999999989,98.47
-0.84,29.12,0.8999999999999986,49.02
4.32,19.63,-9.629999999999999,45.48
-2.44,28.24,18.210000000000004,61.01
0.0,9.19,20.740000000000002,38.24
2.27,13.21,15.989999999999998,57.67
0.0,0.0,26.36,38.46
0.0,9.83,-2.16,49.38
8.59,43.33,-43.33,45.36
0.23,59.93,-16.6,53.47
4.4,39.62,-19.639999999999997,91.6
10.37,28.78,26.22,49.17
0.25,44.98,-41.65,75.61
0.0,10.0,-10.0,47.76
0.0,33.89,-4.260000000000002,83.8
2.49,51.2,-27.730000000000004,82.37
0.0,25.0,4.199999999999999,98.01
3.78,30.55,5.199999999999999,61.72
-1.43,18.78,11.219999999999999,55.29
0.0,1.17,38.83,24.52
-10.74,37.5,-14.030000000000001,73.75
5.62,39.24,2.0700000000000003,68.74
-0.08,45.63,-6.1200000000000045,51.47
0.26,40.01,-0.5,40.55
6.91,19.08,17.22,54.87
-4.24,22.62,2.2799999999999976,37.76
-11.2,14.35,31.14,40.61
0.0,0.0,15.03,25.94
-9.16,1.73,13.809999999999999,29.08
0.0,8.7,1.620000000000001,32.19
-11.2,13.94,-13.94,41.19
1.64,14.92,3.290000000000001,64.3
-0.82,65.07,-28.769999999999996,58.07
0.0,0.0,38.05,41.53
0.94,40.16,-38.589999999999996,69.16
-6.33,1.58,7.050000000000001,22.44
0.0,10.31,-2.01,58.35
-0.1,24.95,-0.03999999999999915,39.34
0.03,28.99,10.059999999999999,46.96
4.63,25.57,-16.380000000000003,104.91
0.0,25.0,10.0,44.9
10.68,33.63,-24.580000000000002,54.97
-5.52,30.98,-15.950000000000001,66.21
0.27,25.02,-5.039999999999999,38.38
-2.03,15.1,4.880000000000001,44.5
0.0,30.0,13.32,92.0
0.0,50.37,-15.379999999999995,70.09
-3.58,45.94,-22.47,71.39
0.0,1.13,30.790000000000003,26.5
8.87,17.08,-1.6999999999999975,49.26
-11.2,37.96,-7.960000000000001,72.98
-1.62,39.54,-9.52,50.09
11.2,52.52,-52.52,99.54
0.74,30.02,-30.02,51.84
0.18,44.98,-1.8699999999999974,81.26
1.28,39.94,5.060000000000002,51.53
0.0,10.0,2.7200000000000006,33.24
1.95,14.91,5.850000000000001,36.05
-2.81,37.81,-10.120000000000001,36.23
0.0,35.0,-10.579999999999998,85.69
-0.63,56.43,-35.67,65.63
0.0,40.0,-35.42,115.65
-0.16,21.34,-5.66,58.2
0.0,12.34,7.98,38.92
0.0,15.0,4.98,47.0
0.23,19.95,-7.549999999999999,39.7
0.0,15.68,42.5,64.93
0.0,0.0,1.8,13.51
-6.59,46.28,-25.32,60.9
6.83,27.52,20.44,35.64
-11.2,12.26,7.700000000000001,23.6
0.13,24.96,11.04,35.13
11.2,29.95,-0.379999999999999,40.0
0.21,14.21,7.640000000000001,32.44
0.0,35.0,-13.77,51.64
5.64,39.05,2.3000000000000043,67.43
2.06,35.1,-4.270000000000003,151.81
-4.09,29.62,0.39000000000000057,65.88
-1.89,46.76,-1.269999999999996,81.91
1.6,38.44,-0.6199999999999974,53.99
11.2,24.32,-5.59,44.87
9.56,20.27,7.850000000000001,52.96
10.87,8.65,16.339999999999996,57.05
2.81,20.73,-10.73,51.4
-1.74,42.61,-12.64,86.92
3.88,29.33,5.670000000000002,106.55
0.0,19.63,4.859999999999999,73.3
0.0,30.0,-5.010000000000002,83.44
0.0,32.01,-12.009999999999998,80.54
-3.39,29.05,-26.650000000000002,97.18
0.0,17.17,32.92,32.38
-0.27,30.01,2.7600000000000016,65.04
0.87,30.28,4.719999999999999,101.21
-5.79,36.06,-13.250000000000004,73.3
10.24,38.66,1.3400000000000034,47.45
4.49,45.39,-10.910000000000004,91.98
11.2,18.69,-18.69,78.02
0.28,34.92,-0.7100000000000009,85.77
0.0,29.99,7.530000000000005,94.37
0.07,35.0,0.07000000000000028,72.63
0.0,8.41,21.6,42.18
0.0,25.0,-9.9,27.67
1.92,14.67,-2.1899999999999995,63.1
-10.01,19.2,5.710000000000001,45.28
4.27,36.3,-17.56,47.89
5.71,40.5,-20.52,113.65
3.37,36.8,13.170000000000002,80.79
0.07,4.97,-3.3999999999999995,36.32
-0.22,39.2,-15.800000000000004,91.66
2.34,39.25,-6.210000000000001,107.61
9.13,18.74,3.770000000000003,58.29
0.0,9.0,14.399999999999999,41.54
-1.26,27.46,-25.89,72.49
-1.83,24.91,9.709999999999997,43.16
-0.25,35.02,11.43,107.3
-6.45,0.97,8.86,18.14
0.0,0.0,50.81,21.53
-5.6,20.85,-20.85,43.71
-10.95,26.42,-16.42,67.42
0.8,38.56,-8.930000000000003,95.57
-3.57,29.68,-10.940000000000001,42.05
2.8,38.74,-26.89,88.36
-6.85,39.23,10.400000000000006,69.65
0.0,0.0,29.93,30.61
-4.07,4.67,18.450000000000003,22.54
11.2,28.01,16.99,75.67
-5.25,21.94,13.059999999999999,51.53
0.0,20.0,5.0,52.98
0.0,15.0,7.359999999999999,64.98
0.0,20.0,-5.75,48.0
0.0,30.0,21.200000000000003,56.86
-8.26,7.17,42.92,26.13
0.0,0.0,0.0,23.99
1.77,7.17,2.460000000000001,31.17
8.45,37.5,-13.43,50.34
4.34,36.25,10.0,98.94
0.0,10.0,-4.33,33.43
0.0,30.01,37.31999999999999,109.88
-11.2,35.13,-5.510000000000002,40.84
-11.2,7.5,23.46,26.72
9.27,38.07,-13.07,62.83
0.0,12.5,18.81,47.71
0.08,18.7,6.300000000000001,88.24
0.0,25.0,-4.09,59.52
1.64,35.12,-0.11999999999999744,83.7
-10.95,55.83,-17.39,39.24
0.0,11.83,11.569999999999999,48.59
2.15,44.66,-32.91,112.17
0.0,18.81,2.2699999999999996,35.49
0.0,19.96,10.07,47.53
-1.03,36.24,-1.240000000000002,120.11
2.58,37.14,-14.27,72.8
-0.02,17.14,-5.290000000000001,67.02
-3.43,31.81,5.400000000000002,62.35
0.0,0.0,6.0,45.2
-3.12,41.35,-16.42,78.59
0.0,16.99,6.200000000000003,40.05
-2.73,23.8,8.970000000000002,46.17
0.14,27.28,7.719999999999999,46.97
-5.83,7.18,2.6500000000000004,27.13
3.39,29.63,-1.8000000000000007,36.58
0.63,25.08,8.100000000000001,43.55
-4.24,31.46,-3.150000000000002,49.36
0.13,22.02,-18.689999999999998,47.12
7.07,50.55,4.450000000000003,133.47
-11.2,55.7,-8.340000000000003,63.85
-1.9,43.23,-8.979999999999997,44.91
-2.19,9.92,17.689999999999998,33.04
-10.73,26.36,-16.21,52.14
-0.3,31.77,12.889999999999997,49.24
0.0,22.25,-0.3999999999999986,49.62
-7.17,1.72,38.550000000000004,28.97
-2.72,33.78,-29.93,37.83
-0.99,34.71,-24.68,67.67
0.0,35.0,-13.170000000000002,47.64
-11.2,34.97,-4.939999999999998,38.1
0.0,17.62,-2.620000000000001,57.98
0.0,0.0,33.63,21.0
0.0,25.0,5.030000000000001,37.2
4.63,37.71,-27.82,31.05
0.0,25.0,-5.02,56.39
5.22,31.35,-21.04,125.55
-0.08,25.0,-0.019999999999999574,92.9
2.2,49.82,-49.82,69.68
2.09,17.54,17.85,36.26
0.0,10.32,19.78,38.15
-3.5,42.92,-8.440000000000005,91.73
0.0,30.0,5.0,88.39
4.74,15.33,-10.39,59.27
0.12,25.01,-2.8500000000000014,58.63
-11.2,26.36,3.6400000000000006,60.74
8.83,7.92,38.33,43.52
0.0,30.0,-18.25,60.97
-8.89,48.12,-23.119999999999997,147.12
2.59,38.21,-8.240000000000002,68.81
4.68,31.33,-12.149999999999999,60.53
-0.21,25.65,-5.669999999999998,55.75
6.59,46.65,-29.549999999999997,73.38
0.0,35.0,3.4399999999999977,69.38
-0.29,29.5,-7.140000000000001,92.64
-2.67,24.08,-9.269999999999998,52.25
0.08,19.98,10.120000000000001,41.51
4.28,27.91,1.1400000000000006,85.51
5.52,31.1,-11.120000000000001,64.62
1.89,40.06,-10.060000000000002,78.11
2.89,15.8,18.91,46.19
-0.91,40.06,-1.990000000000002,72.77
